ind,project,pop,super_pop,gender,related,related_exclude,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
LP6005442-DNA_D01,HGDP,Xibo,EAS,male,false,false,-0.1922,0.27189,0.0069592,0.06082,0.0078839,0.0055476,-0.023593,0.087508,0.0011317,-0.0050974,-0.0034439,-0.018096,0.0030207,-0.0089264,0.0050361,0.028426,0.013642,-0.023304,0.0047559,0.0027611
LP6005442-DNA_F01,HGDP,Yakut,EAS,female,false,false,-0.1855,0.21487,-0.030072,0.023156,0.0082459,0.0078338,-0.069862,0.17029,-4.0503E-4,-0.026732,0.030574,-0.11184,0.013354,-0.042421,0.034781,0.16353,0.032095,-0.098583,5.7281E-4,0.020373
LP6005442-DNA_G01,HGDP,Yi,EAS,male,false,false,-0.19277,0.29329,0.025391,0.058442,0.0057611,0.0013987,-0.0014723,0.020902,1.311E-4,-0.0014789,2.1337E-4,-0.011996,0.0036317,0.0030711,1.1198E-4,0.031382,0.016107,-0.015697,0.0049537,0.009512
LP6005442-DNA_H01,HGDP,Yi,EAS,female,false,false,-0.19306,0.29658,0.021645,0.049735,0.004995,0.003955,-0.0041797,0.028498,-0.0016896,-0.0040847,0.0012273,-0.012387,-0.0011751,-0.0029209,0.0055056,0.02782,0.016641,-0.017339,0.0013304,0.011233
LP6005443-DNA_A01,HGDP,BantuKenya,AFR,male,false,false,0.46194,0.049002,0.0018786,0.0022485,0.0017039,0.032375,0.014108,0.0062234,-0.097551,0.012537,0.12957,0.033345,-0.033838,0.0093248,-0.0026506,-0.0090758,0.0073198,-0.012658,-3.4738E-4,0.0074149
LP6005443-DNA_A02,HGDP,Tujia,EAS,male,false,false,-0.19803,0.30892,0.027813,0.07323,0.0072502,0.0029366,0.0072032,-0.024121,2.1411E-4,-0.0094576,-0.0051897,-0.0047521,0.0014099,0.00423,0.0021397,0.011473,0.0024512,-0.012809,0.0017975,-0.0069399
LP6005443-DNA_B01,HGDP,Dai,EAS,male,false,false,-0.19593,0.30783,0.040509,0.072963,0.0089513,0.003664,0.031531,-0.11325,-0.0034345,-0.018613,0.0061864,-0.015656,-0.0030384,-0.0018035,0.0024905,0.0059092,0.0057219,0.0030123,0.0019001,-0.014883
LP6005443-DNA_C02,HGDP,Xibo,EAS,male,false,false,-0.19615,0.2857,-1.3985E-4,0.055608,0.014267,0.0039404,-0.025295,0.085628,0.0010214,-0.0041628,0.001084,-0.018225,0.0063041,-0.0091478,0.0083848,0.030117,0.015,-0.015996,-0.0022058,0.0056107
LP6005443-DNA_D01,HGDP,Druze,MID,female,false,false,-0.0828,-0.22586,0.026164,0.054714,0.0056783,0.0015438,0.12368,0.036099,-2.015E-4,-0.037142,-0.0088879,-0.024918,0.0060973,-2.8188E-4,-0.001013,-0.0177,0.0068506,-0.014069,0.0012382,0.0016165
LP6005443-DNA_D02,HGDP,Yakut,EAS,male,false,false,-0.18777,0.21858,-0.031295,0.025881,0.0085639,0.0047337,-0.069526,0.16329,0.0012792,-0.029655,0.029686,-0.11219,0.010721,-0.042386,0.028878,0.15919,0.031527,-0.097085,-0.0032604,0.012392
LP6005443-DNA_D08,HGDP,Papuan,OCE,female,false,false,-0.097896,0.11976,0.12498,-0.14004,-0.6954,-0.048812,0.0056318,0.02803,-0.0060372,-0.020076,-0.0039546,-0.0026304,0.0062159,-0.0021187,0.0067963,-0.015291,0.19776,0.070599,0.0039614,-0.0024755
LP6005443-DNA_E01,HGDP,Lahu,EAS,male,false,false,-0.19101,0.29461,0.042305,0.056883,9.6114E-4,0.0028778,0.021082,-0.078219,-5.3392E-4,-0.012544,0.005875,-0.01237,9.997E-4,-0.0013703,0.0060498,0.019002,0.011228,-0.0024209,0.0027583,0.0054396
LP6005443-DNA_E02,HGDP,BantuSouthAfrica,AFR,male,false,false,0.4861,0.057253,-0.0047986,-2.7085E-4,-0.0046836,0.039478,-0.0015011,-0.0013027,-0.050955,0.0092052,0.017741,1.9153E-4,-0.020624,0.0024304,-0.026311,0.0025178,0.0086724,-0.0061081,-0.0011113,-0.011385
LP6005443-DNA_E08,HGDP,Papuan,OCE,female,false,false,-0.096747,0.11827,0.12406,-0.13764,-0.69466,-0.046698,0.010364,0.029255,-0.0063179,-0.024131,-0.0041848,-3.4351E-4,0.0062607,-1.3416E-4,0.0043498,-0.014372,0.20001,0.070825,-0.0017941,-0.0087366
LP6005443-DNA_E09,HGDP,Naxi,EAS,male,false,false,-0.19291,0.29414,0.022931,0.057577,0.0060214,0.0029473,-0.0089933,0.026273,0.0013278,-8.5879E-4,-2.366E-4,-0.0090065,-0.0037383,-0.0047303,0.0045714,0.022764,0.014467,-0.013755,0.0064612,0.008587
LP6005443-DNA_F01,HGDP,She,EAS,male,false,false,-0.19781,0.3117,0.022377,0.074322,0.013442,-9.2187E-4,0.013471,-0.025313,-3.7045E-4,-0.011981,8.0363E-4,4.217E-4,-0.002146,-0.0068003,-0.001942,0.0027033,0.0052496,-0.0056349,0.0022726,4.9423E-4
LP6005443-DNA_F02,HGDP,BantuSouthAfrica,AFR,male,false,false,0.48463,0.053079,-0.0035107,-5.7754E-4,-0.0064312,0.10169,6.1218E-4,0.0026786,-0.033462,0.0012397,0.030674,5.6398E-4,-0.026029,6.2285E-4,-0.11547,0.016909,-0.0031625,-0.0059218,-0.0019966,-0.0084761
LP6005443-DNA_F07,HGDP,Papuan,OCE,male,false,false,-0.098049,0.1208,0.12506,-0.13864,-0.69533,-0.04601,0.0064198,0.02907,-0.007936,-0.022926,-0.0025279,1.5136E-4,0.0086603,-9.8238E-4,0.002559,-0.014909,0.206,0.077774,0.0029795,-0.0056241
LP6005443-DNA_G01,HGDP,She,EAS,female,false,false,-0.19911,0.31448,0.024382,0.077281,0.0054464,-2.6481E-4,0.017087,-0.028819,-0.0043429,-0.0093445,-0.0018553,0.0047104,-0.0022979,0.0038739,8.9213E-4,0.0019766,0.0022612,-0.0069563,0.0012562,-0.0033431
LP6005443-DNA_G02,HGDP,BantuSouthAfrica,AFR,male,false,false,0.48734,0.059773,5.3293E-4,-1.5218E-4,-0.012415,0.15188,-0.0028025,0.0051788,-0.016989,-0.004128,0.02206,8.3088E-4,-0.020136,-0.0057646,-0.16819,0.030012,0.0092792,-0.010813,-0.0064997,-0.013059
LP6005443-DNA_G08,HGDP,San,AFR,male,false,false,0.45543,0.052167,0.0059236,-0.0073127,-0.044979,0.45147,0.0054302,-0.0040434,0.091326,-3.5179E-4,-0.037882,-0.03356,-0.026993,-0.022311,-0.58094,0.1066,0.018642,0.01534,-0.013444,-0.034865
LP6005443-DNA_H01,HGDP,Tu,EAS,male,false,false,-0.18731,0.24872,0.016626,0.050916,0.009103,0.0049105,-0.01368,0.051356,-0.0033315,-0.0050297,-0.0017585,-0.019769,0.0017242,3.4048E-4,0.0054603,0.027228,0.019105,-0.024869,0.0066691,-0.0024856
LP6005592-DNA_B03,HGDP,Palestinian,MID,male,false,false,-0.054635,-0.20381,0.023335,0.059012,0.0030386,0.0040938,0.12155,0.033867,-0.0027277,-0.028026,0.005163,-0.034623,0.0051819,0.0014086,-0.0057887,-0.014337,-0.0059113,-2.8032E-5,9.1213E-4,0.016981
LP6005592-DNA_C03,HGDP,MbutiPygmy,AFR,male,false,false,0.48509,0.059898,0.0020089,-0.0099798,-0.040046,0.51247,-0.0013885,-0.0075519,0.072609,0.0057047,0.016619,0.077965,0.34023,0.0015271,0.12619,-0.0059518,-0.0085093,0.0024293,0.0031856,0.0051202
LP6005592-DNA_D03,HGDP,Dai,EAS,female,false,false,-0.19442,0.30694,0.040978,0.069756,0.0053403,0.0021117,0.030369,-0.11195,-0.0034006,-0.011693,0.009747,-0.014754,-8.36E-4,-0.0097827,0.0014115,0.0023203,0.0014702,-0.002,0.0027743,-0.0074812
NA06984,1000 Genomes,CEU,EUR,male,true,false,-0.1245,-0.24785,-0.020966,0.090057,-0.0094851,0.0029339,-0.052642,-0.015218,-0.0013996,0.0099784,-0.0053018,0.011129,-0.0025311,0.0066229,-0.005265,-0.0012773,0.0061505,-0.0016739,0.0093061,0.0044503
NA06985,1000 Genomes,CEU,EUR,female,true,false,-0.11834,-0.24699,-0.018661,0.085606,-0.010921,0.0043125,-0.043188,-0.018027,-0.0043722,0.0055313,-0.0026533,0.0084248,0.0021066,0.0012515,-0.0011706,-0.0050003,0.0041035,-0.0021237,-0.0023553,0.0039482
NA06986,1000 Genomes,CEU,EUR,male,true,false,-0.12066,-0.24719,-0.016131,0.08334,-0.0086825,0.0022139,-0.05643,-0.021991,0.0026012,1.865E-4,-0.003444,0.011612,2.1003E-4,0.007462,4.2258E-5,-0.014627,0.0089786,-0.0026735,-0.0016973,0.0051915
NA06989,1000 Genomes,CEU,EUR,female,true,false,-0.12054,-0.24783,-0.017271,0.090298,-0.0086184,0.0015633,-0.058602,-0.020992,-0.0019788,0.0074069,0.0033298,0.0117,-7.4649E-4,0.0088426,-0.0059099,-0.0078877,0.0041934,-0.0094354,-7.2649E-4,-3.9011E-4
NA06991,1000 Genomes,CEU,EUR,female,false,false,-0.11968,-0.24741,-0.015974,0.087796,-0.010676,4.6284E-4,-0.049398,-0.014717,-7.4751E-4,0.0035034,-0.0018008,0.010677,0.0013607,-3.2983E-4,-5.462E-4,-0.0079569,0.0021901,-0.0047499,1.3586E-4,0.0028548
NA06993,1000 Genomes,CEU,EUR,male,true,true,-0.12254,-0.24658,-0.01964,0.090299,-0.010291,-5.7342E-4,-0.05353,-0.016924,-4.1581E-4,0.0081733,-0.0020161,0.010587,8.7385E-4,-0.0017414,2.5425E-4,-0.0078116,-0.0018012,-0.0019352,0.0024874,0.0043089
NA06994,1000 Genomes,CEU,EUR,male,true,false,-0.12023,-0.24628,-0.015345,0.085992,-0.0029634,0.0027467,-0.054604,-0.018427,0.0036411,-0.0059321,-0.0040704,0.011009,-6.2208E-4,0.0071183,-0.0092828,-0.010475,0.0024691,0.0036772,-0.0050206,0.0016228
NA06995,1000 Genomes,CEU,EUR,male,true,false,-0.11908,-0.24743,-0.017029,0.088077,-0.0072569,0.0032036,-0.045856,-0.014234,-0.0010179,-0.0011284,-0.0023086,0.010275,-0.0019895,0.0050679,-0.0021315,-0.0089854,0.0025488,-0.0087675,0.0015595,-0.0017083
NA06997,1000 Genomes,CEU,EUR,female,true,false,-0.11999,-0.24654,-0.018755,0.085927,-0.0071835,9.6635E-4,-0.051348,-0.018596,0.0010598,0.0047719,-0.0043857,0.009548,-0.002479,0.0033256,3.231E-4,-0.0072623,0.0069126,-0.0023612,-9.0933E-4,0.0052079
NA07000,1000 Genomes,CEU,EUR,female,true,false,-0.1285,-0.24476,-0.020756,0.086726,-0.0093818,0.0015027,-0.057022,-0.016505,-0.0029271,-0.0038482,4.587E-4,0.0010505,0.0013106,0.0030104,-0.0054254,-0.0090747,0.002786,0.0035506,-0.0035444,0.0010758
NA07014,1000 Genomes,CEU,EUR,female,true,false,-0.1241,-0.24525,-0.019497,0.087051,-0.011195,7.1296E-4,-0.061149,-0.016385,0.0039627,0.0021902,3.2089E-4,0.0089916,-3.7823E-4,0.0040363,-3.1416E-4,-0.011481,0.0021538,-0.0064628,-0.0019408,-0.0026416
NA07019,1000 Genomes,CEU,EUR,female,true,false,-0.12506,-0.24524,-0.016462,0.089406,-0.0078444,-0.0014395,-0.054944,-0.019731,-0.0028545,6.3216E-4,-9.4631E-4,0.0091158,-0.0035186,0.00651,-8.5063E-4,-0.0070333,2.6927E-4,-0.0070733,-0.0025423,0.0061399
NA07022,1000 Genomes,CEU,EUR,male,true,true,-0.1228,-0.24678,-0.017559,0.089164,-0.0089503,7.5049E-4,-0.050131,-0.017991,-0.0039439,0.0010817,-9.4465E-4,0.0047594,-0.0052666,0.0083374,-0.0019946,-0.011381,-0.0016231,-0.0092519,-6.9532E-4,0.0067652
NA07029,1000 Genomes,CEU,EUR,male,false,false,-0.12524,-0.24339,-0.020076,0.088305,-0.0034397,0.0034639,-0.055803,-0.018669,-1.4567E-4,-0.0050137,-0.0018763,0.0082475,4.7192E-4,0.0043941,-0.0055402,-0.0070126,0.0018396,0.0036268,-0.0027643,3.3144E-4
NA07031,1000 Genomes,CEU,EUR,female,true,true,-0.1229,-0.24668,-0.021264,0.087532,-0.012461,0.0025881,-0.055797,-0.016766,-3.2744E-5,3.9509E-4,-0.0010651,0.013747,0.0017608,-0.0013139,-0.0010453,-0.0066899,0.005214,-0.0097779,-0.0024533,-0.0038959
NA07034,1000 Genomes,CEU,EUR,male,true,false,-0.12079,-0.24575,-0.017061,0.09046,-0.012473,0.0016094,-0.049207,-0.015145,-0.0020332,0.0039081,-0.0021407,0.012032,-0.0045765,0.0047851,0.0027878,-0.0083071,0.0047252,-0.0069533,-0.0037015,-0.001103
NA07037,1000 Genomes,CEU,EUR,female,true,true,-0.11938,-0.24787,-0.017416,0.08867,-0.0069614,0.0019223,-0.049834,-0.019907,-0.0018983,0.0043202,-0.0030463,0.01564,-0.001119,0.0060235,-0.0015982,-0.0084361,0.0093495,-0.0081857,0.003629,0.0052654
NA07045,1000 Genomes,CEU,EUR,female,false,false,-0.1212,-0.2503,-0.018096,0.092776,-0.0055885,0.0018808,-0.044728,-0.014406,0.0014213,0.004938,-0.003331,0.0092268,-0.0044733,0.0062892,0.0010467,-0.0020668,0.003632,-0.0014352,-0.0018455,0.0048731
NA07048,1000 Genomes,CEU,EUR,male,false,false,-0.11968,-0.24371,-0.01618,0.088525,-0.0089419,0.0012027,-0.056331,-0.014692,-0.0034496,-0.0013129,-0.0034411,0.009413,-0.0024626,0.0060726,-0.0037402,-0.0076327,0.0071841,-0.0073209,-0.0021666,0.0033349
NA07051,1000 Genomes,CEU,EUR,male,true,true,-0.12567,-0.24842,-0.019505,0.08906,-0.012881,0.0017153,-0.062577,-0.01549,0.0015712,0.001968,-7.5723E-4,0.0033895,-0.0033878,0.0092708,-0.0019125,-0.007391,0.0040266,-0.0034971,0.0024391,-0.0019188
NA07055,1000 Genomes,CEU,EUR,female,true,true,-0.12157,-0.24554,-0.018844,0.087776,-0.0073922,8.6595E-4,-0.058064,-0.022191,-0.0062235,-0.0037182,-7.6993E-4,0.0047566,0.0020679,0.0083082,-0.0017004,-0.0068025,0.0048543,-0.0053333,3.7888E-4,0.0089143
NA07056,1000 Genomes,CEU,EUR,female,true,true,-0.12445,-0.24947,-0.017362,0.085926,-0.0065139,-1.2429E-4,-0.058177,-0.017483,-5.1499E-5,8.9267E-4,-0.0012826,0.0065826,2.9475E-5,0.007086,0.0032769,-0.0031668,0.003911,-0.0039061,-0.0022533,0.0067255
NA07345,1000 Genomes,CEU,EUR,female,false,false,-0.12394,-0.24727,-0.020744,0.079871,-0.0098993,4.5722E-4,-0.065254,-0.020921,0.0017777,-0.0061535,0.0050035,0.0043122,-0.0010947,0.0044835,-0.0043409,-0.003469,0.0041502,-0.0015826,5.4721E-4,0.0058804
NA07346,1000 Genomes,CEU,EUR,female,true,false,-0.12057,-0.24754,-0.019021,0.081454,-0.0068833,0.0078539,-0.065837,-0.019289,-5.4854E-4,-0.0065733,6.6993E-4,7.2907E-4,0.0023855,0.0014171,-0.003259,-0.006103,-0.0010995,4.7043E-4,0.0038811,-0.00217
NA07347,1000 Genomes,CEU,EUR,male,true,false,-0.12128,-0.25058,-0.019692,0.08642,-0.0095128,0.0027161,-0.042599,-0.016317,-0.0019983,0.0038701,1.8579E-4,0.0068304,-0.0030464,0.010569,-8.514E-4,-0.013776,0.0018511,-0.0080761,-0.0016496,0.0060704
NA07349,1000 Genomes,CEU,EUR,male,true,true,-0.1224,-0.24553,-0.020533,0.083491,-0.007864,0.0054895,-0.054597,-0.018466,-7.1465E-4,-0.0015091,0.001666,0.0040378,2.7537E-4,0.0046392,-0.0022235,-0.011256,-0.0034039,-0.0065438,0.0043597,0.0023204
NA07357,1000 Genomes,CEU,EUR,male,false,false,-0.12274,-0.24669,-0.019423,0.087089,-0.0079424,9.2148E-4,-0.050543,-0.019143,-6.037E-4,-0.0025807,-7.8412E-4,0.008672,0.0025782,0.0047665,-0.0016062,-0.0067268,0.0037434,-0.0070617,0.0054666,-2.9212E-4
NA07435,1000 Genomes,CEU,EUR,male,true,true,-0.12121,-0.24888,-0.013072,0.090224,-0.010783,0.002627,-0.048029,-0.017134,0.0026046,0.005823,-7.6615E-4,0.0063864,-6.0101E-4,0.0078863,-0.0032316,-0.0085718,0.003036,-0.0084651,-4.961E-4,-0.0092136
NA10830,1000 Genomes,CEU,EUR,male,false,false,-0.12092,-0.24248,-0.015034,0.083285,-0.010387,-1.7075E-4,-0.061893,-0.018831,-0.0031531,-0.0056828,0.0031986,0.0064059,-0.0013645,4.9854E-4,-2.396E-4,-0.011585,0.0028663,0.0011,-8.8541E-4,-0.001466
NA10831,1000 Genomes,CEU,EUR,female,false,false,-0.12341,-0.2485,-0.016221,0.087124,-0.0037226,0.0035626,-0.058569,-0.020762,6.2077E-4,0.0048995,-0.004005,0.010864,0.0024105,0.0043406,-0.0044687,-0.0090282,0.0042239,-0.011406,5.3435E-4,-7.7649E-4
NA10835,1000 Genomes,CEU,EUR,male,false,false,-0.12846,-0.24095,-0.019638,0.087667,-0.010035,-1.3382E-4,-0.074196,-0.021484,-0.0058388,-0.0048221,0.0083419,-0.0028093,-2.0148E-4,0.0018152,-0.0034891,-0.015994,-0.0020763,0.0069678,0.0023155,0.0045534
NA10836,1000 Genomes,CEU,EUR,female,true,false,-0.12303,-0.24732,-0.017991,0.087317,-0.0077947,0.0028061,-0.054179,-0.019998,-0.0025359,0.0063491,-6.9109E-4,0.0048849,-0.0042413,0.0061798,-0.0046426,-0.0079233,0.0052812,-0.0081669,0.0039563,0.0012432
NA10837,1000 Genomes,CEU,EUR,male,false,false,-0.1193,-0.24615,-0.012596,0.085563,-0.0070328,-0.0010833,-0.044134,-0.015684,-0.0011514,-5.4194E-4,-0.0014764,0.008361,-7.9024E-4,0.01015,-0.0043975,-0.010328,0.0056404,-0.0086332,0.0038803,0.011176
NA10838,1000 Genomes,CEU,EUR,male,false,false,-0.12209,-0.23984,-0.016882,0.082539,-0.0077533,0.0014098,-0.053997,-0.019042,-0.0014532,6.2771E-4,0.0015576,0.0016694,-0.0033319,0.0061433,0.0014041,-0.0059714,-0.0012245,-0.0053353,0.002429,0.0034659
NA10839,1000 Genomes,CEU,EUR,female,false,false,-0.12298,-0.24941,-0.018501,0.087694,-0.0072171,4.4262E-4,-0.055856,-0.022351,0.0025752,-0.0012186,-0.0018075,0.013956,-0.0027162,0.0063628,0.0037071,-0.0093728,-4.946E-4,-0.0060233,-0.003846,0.0059977
NA10840,1000 Genomes,CEU,EUR,female,false,false,-0.12138,-0.24454,-0.01637,0.085845,-0.0079371,0.0032892,-0.048942,-0.014839,-0.0026142,-0.0023106,0.0044111,6.5572E-6,7.6508E-4,0.0053629,-0.0021226,-0.01203,0.0046373,-0.0069231,-4.6185E-4,0.0079513
NA10842,1000 Genomes,CEU,EUR,male,false,false,-0.12574,-0.24452,-0.022657,0.082323,-0.006241,-0.0015389,-0.054503,-0.017752,-0.0030731,5.5309E-4,-0.0012666,0.0055574,-0.0011039,0.0024154,-2.5341E-4,-0.0097614,0.002408,-0.0048364,0.0022064,-0.0053166
NA10843,1000 Genomes,CEU,EUR,female,false,false,-0.12011,-0.2466,-0.013686,0.081802,-0.0084666,0.0030651,-0.04717,-0.015694,-0.0046691,-0.0023129,-0.0011349,0.0057791,-0.0016526,0.0035948,-0.0059526,-0.011485,0.0039784,-0.0072477,-0.0013287,0.0077355
NA10845,1000 Genomes,CEU,EUR,male,false,false,-0.12101,-0.2452,-0.016544,0.084506,-0.009824,0.0011788,-0.051808,-0.025002,-6.3308E-4,0.0057284,-7.4863E-4,-1.0154E-4,2.8099E-4,0.0060085,0.001091,-0.0069453,0.0019997,-0.0037374,0.0024201,0.0061879
NA10846,1000 Genomes,CEU,EUR,male,true,false,-0.1216,-0.24521,-0.012958,0.086196,-0.0070695,0.0027528,-0.043307,-0.01384,3.241E-4,-9.9127E-4,0.0035096,-8.6017E-4,-4.8834E-4,0.0014416,7.5602E-4,-0.0093449,-4.6014E-4,-0.0052678,-0.0031521,-0.0015918
NA10847,1000 Genomes,CEU,EUR,female,false,false,-0.12037,-0.24628,-0.019502,0.086788,-0.0035243,0.0017971,-0.053688,-0.020051,-0.0042042,-0.0058914,7.0445E-4,0.0032052,-0.0038953,3.1671E-4,5.1804E-4,-0.012296,0.0031717,-0.0027718,-5.9976E-4,-0.0023054
NA10851,1000 Genomes,CEU,EUR,male,false,false,-0.12356,-0.24923,-0.020967,0.087008,-0.0078182,0.0040567,-0.067208,-0.022495,-9.485E-4,-2.2403E-4,0.0034182,4.2312E-4,-9.0999E-4,0.0015743,-0.0064242,-0.0077306,9.1805E-4,-0.0033516,4.4127E-4,0.0019655
NA10852,1000 Genomes,CEU,EUR,female,false,false,-0.12013,-0.24692,-0.017448,0.087443,-0.0070904,1.1743E-4,-0.051736,-0.021091,8.2929E-4,0.0017722,4.0333E-4,0.0026447,-0.0016082,0.007104,-0.0017912,-0.011637,-2.3262E-4,-0.0020481,0.0014331,-0.002355
NA10855,1000 Genomes,CEU,EUR,female,false,false,-0.12087,-0.24963,-0.014728,0.092305,-0.0090422,0.0035768,-0.044354,-0.013707,4.5886E-4,0.0026522,-0.0053847,0.0080379,-0.0011172,0.0071141,6.5858E-4,-0.013087,0.0054969,-0.014069,0.0015322,0.0056501
NA10856,1000 Genomes,CEU,EUR,male,false,false,-0.12421,-0.2448,-0.019334,0.082834,-0.0091899,-0.0017982,-0.066335,-0.019972,-0.0012846,0.0011923,-0.0010532,0.0017914,0.0031278,0.0019989,-0.0038541,-0.010563,-0.0021863,9.2208E-4,-0.0029832,0.0042825
NA10857,1000 Genomes,CEU,EUR,male,false,false,-0.12466,-0.25106,-0.02017,0.089548,-0.0075115,0.0030069,-0.049379,-0.016195,-0.0028073,0.0043767,-8.8161E-4,0.014434,-0.0056585,0.0029047,5.614E-4,-0.0027522,-6.7042E-4,-0.0044668,-1.6299E-5,0.001859
NA10859,1000 Genomes,CEU,EUR,female,true,false,-0.12119,-0.24549,-0.016069,0.083061,-0.008054,0.0015394,-0.057032,-0.017482,-0.0019502,-9.1373E-4,9.0798E-4,0.0034897,-0.0020069,0.0062881,-0.0016589,-0.015249,0.0051329,-0.0033954,-0.0013674,0.0055383
NA10860,1000 Genomes,CEU,EUR,male,true,false,-0.11775,-0.24698,-0.019001,0.089812,-0.007731,-4.6626E-4,-0.049531,-0.016176,-0.0021391,0.0060112,-0.0046621,0.0062092,-0.0029545,0.0054007,-0.0034555,-0.0067831,0.0063873,-0.0044829,-0.0011404,0.0027592
NA10861,1000 Genomes,CEU,EUR,female,false,false,-0.11829,-0.24827,-0.019294,0.090874,-0.0070017,0.0015738,-0.054201,-0.019177,-0.0026858,5.0101E-4,-0.0037669,0.013653,-0.0017242,0.0083097,-0.004419,-0.0068861,-0.0010072,-0.0056449,-0.0021694,9.2451E-4
NA10863,1000 Genomes,CEU,EUR,female,true,false,-0.12121,-0.24785,-0.017318,0.086361,-0.0057975,0.0025931,-0.046409,-0.01841,-0.0049784,0.0024474,-0.0022576,0.0014436,2.4926E-4,0.0032851,-0.0063942,-0.010692,-0.0013579,-0.0041603,-0.0016697,0.0023253
NA10864,1000 Genomes,CEU,EUR,female,false,false,-0.12409,-0.24736,-0.014329,0.085825,-0.0087889,0.0022549,-0.054163,-0.016902,5.8587E-4,0.0024221,-5.9365E-4,0.0094675,-0.0032831,0.0037738,-0.0021517,-0.0092916,0.0025373,-5.2855E-4,-0.0040339,-1.1781E-4
NA10865,1000 Genomes,CEU,EUR,male,false,false,-0.12444,-0.24332,-0.014052,0.084701,-0.0069969,0.0037126,-0.053956,-0.018567,-1.2627E-4,-0.0014354,-0.0025325,0.0026327,0.0011461,0.0077336,-0.0040367,-0.011023,-0.0011508,-0.005213,0.0041048,-3.9285E-4
NA11829,1000 Genomes,CEU,EUR,male,true,true,-0.12482,-0.24459,-0.022416,0.088301,-0.0096368,-0.0024282,-0.067777,-0.017768,-0.0012754,0.0019492,0.0027498,-0.0019235,0.00162,0.0028283,-0.0035139,-0.01409,-0.0023595,8.858E-4,-0.003583,0.007904
NA11830,1000 Genomes,CEU,EUR,female,true,true,-0.12334,-0.24455,-0.018964,0.08479,-0.010458,7.185E-4,-0.063384,-0.022759,-4.5573E-4,9.6936E-4,-7.74E-4,0.0011478,0.004012,0.0037203,-0.0018744,-0.011929,-0.0013755,8.8697E-4,-0.0012928,0.0046153
NA11831,1000 Genomes,CEU,EUR,male,true,true,-0.11935,-0.24693,-0.018909,0.089061,-0.011864,0.0026644,-0.049572,-0.015448,-5.2225E-4,-0.001059,-0.005956,0.014086,-0.004143,0.003443,0.0023005,-0.012491,0.0077918,-0.01318,-0.0028504,0.0015036
NA11832,1000 Genomes,CEU,EUR,female,true,true,-0.12216,-0.2499,-0.010584,0.089028,-0.010794,0.0015484,-0.037776,-0.0097438,-9.1763E-4,8.792E-4,-0.0016906,0.0067853,0.0020941,0.0082842,-3.0244E-4,-0.0075262,-0.0032694,-0.0059102,0.0065923,0.0050038
NA11839,1000 Genomes,CEU,EUR,male,false,false,-0.12079,-0.2456,-0.012073,0.087997,-0.0090216,0.0028657,-0.052488,-0.01422,-0.002186,3.2438E-4,0.0017943,0.010074,-0.0014117,0.0071191,0.0038664,-0.001296,0.0048235,-0.0072881,-0.0029183,0.0091529
NA11840,1000 Genomes,CEU,EUR,female,false,false,-0.12799,-0.24291,-0.022254,0.086143,-0.00923,-0.0017877,-0.067367,-0.017506,-0.0053488,-0.0082204,0.0064327,0.0049874,-0.0013454,0.0036351,-0.0033895,-0.011516,7.9456E-5,0.004058,-0.0016559,0.0062346
NA11843,1000 Genomes,CEU,EUR,male,false,false,-0.12371,-0.24554,-0.020144,0.088686,-0.011181,5.5943E-4,-0.051203,-0.01962,-0.005573,-0.0029629,0.0019778,0.0057573,-0.0014991,-0.0028353,-0.0069746,-0.011649,6.8838E-4,-5.6238E-5,-0.0021538,-0.0048592
NA11881,1000 Genomes,CEU,EUR,male,true,true,-0.12265,-0.246,-0.017942,0.086647,-0.0085539,7.642E-4,-0.056633,-0.015888,-0.0015436,-0.0041535,-0.0027028,0.0070846,-1.4166E-4,0.0047906,-0.0027149,-0.015149,0.0015785,-0.0040248,-0.0031086,0.0036752
NA11882,1000 Genomes,CEU,EUR,female,true,true,-0.12105,-0.24717,-0.017964,0.08458,-0.0074456,0.0015066,-0.054937,-0.017868,-9.2302E-4,0.0033586,0.0031174,1.6247E-4,-0.0014881,0.0078541,-0.0016773,-0.011643,0.0018264,-0.0023409,-0.0019362,0.0019581
NA11891,1000 Genomes,CEU,EUR,male,true,true,-0.12208,-0.2474,-0.015488,0.08375,-0.0037976,0.0019763,-0.055307,-0.019193,-0.0037753,-0.0027239,-0.005185,0.0043448,9.279E-4,0.0072476,-0.0045684,-0.01252,0.0028235,-0.004896,-9.4319E-4,-0.0025012
NA11892,1000 Genomes,CEU,EUR,female,true,true,-0.12334,-0.24372,-0.016328,0.087729,-0.010527,4.855E-4,-0.047553,-0.015582,0.0014986,-2.2406E-4,0.002251,0.0022189,5.0995E-4,0.0079866,3.6859E-4,-0.0049027,-0.0097238,0.0011426,0.0033256,0.0043317
NA11893,1000 Genomes,CEU,EUR,male,true,true,-0.12545,-0.24437,-0.01229,0.084713,-0.010441,0.0012584,-0.048931,-0.016778,-2.3411E-4,0.001712,-0.0028954,0.007743,-0.0025348,0.0050512,-2.4977E-4,-0.0082539,0.0012544,-0.005585,-0.0028977,0.003612
