ind,pop,super_pop,gender,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
"NA19019",LWK,AFR,female,0.0343115,-0.00499839,3.65072e-4,-0.00185938,-0.0136002,-0.0185736,-0.0345229,5.02662e-4,-0.0396394,-0.0125378
"NA19020",LWK,AFR,male,0.0330512,-0.002505,-5.12086e-4,-0.00252899,-0.0145511,-0.0110932,-0.0460841,-0.0231159,-0.0246962,-0.00128871
"NA19023",LWK,AFR,female,0.0312097,-0.0029446,1.29274e-4,0.00213749,-0.00607999,-0.00777461,-0.0247168,0.00413944,-0.0122549,0.0230061
"NA19024",LWK,AFR,female,0.032828,-0.00374001,-5.38239e-4,-0.00119936,-0.00383841,-0.0122534,-0.0365685,-0.00124287,-0.0362918,0.0170747
"NA19025",LWK,AFR,male,0.0324316,-0.00388454,2.61597e-4,-0.00227636,-1.22527e-4,-0.0328167,-0.0602021,-0.0176275,-0.0476598,-0.0118962
"NA19026",LWK,AFR,male,0.0331715,-0.00530808,0.00184371,-8.35654e-4,-0.0220666,-0.0206766,-0.0523948,-0.00155326,-0.00931714,-0.0121842
"NA19027",LWK,AFR,male,0.0331125,-0.00338893,0.00456058,7.41846e-4,-0.0156369,-0.0141892,-0.0510561,-0.0214566,-0.022544,-0.00379374
"NA19028",LWK,AFR,male,0.0321771,-0.00526581,-0.00128166,-6.39306e-4,-0.0281072,-0.00859224,-0.0581952,-0.0227134,0.00919139,0.0102819
"NA19030",LWK,AFR,female,0.0330723,-0.00444728,-0.00237072,-0.00398057,-0.00892346,-0.0216551,-0.0475694,-0.00597165,0.00185258,0.0312337
"NA19031",LWK,AFR,male,0.0318297,-0.00350643,0.0014909,-9.68487e-4,0.00460231,-0.00584394,-0.0469454,-0.0146298,-0.0461668,-0.00260696
"NA19035",LWK,AFR,male,0.03215,-0.00405886,5.15304e-4,-0.00195258,-0.0166994,-0.00732624,-0.0463961,-0.018672,-0.00153702,0.00345064
"NA19036",LWK,AFR,female,0.0330835,-0.00293471,4.67294e-4,-0.00251909,-0.00770466,-0.0214086,-0.0634877,-0.0336773,-0.0454465,-0.00678611
"NA19037",LWK,AFR,female,0.0319137,-0.00313043,6.83613e-4,-0.00431775,-0.0086487,-0.0201706,-0.0495251,-0.0095676,-0.0264543,-0.00364436
"NA19038",LWK,AFR,female,0.0321142,-0.00212858,0.00102264,-0.00488452,-0.0169458,-0.0106275,-0.0780434,-0.0136539,-0.0187416,-0.00498487
"NA19041",LWK,AFR,male,0.0318295,-0.00215296,-0.00161781,-1.45664e-4,-0.0106247,-0.0120387,-0.0492822,-0.0187717,-0.0221061,0.0249594
"NA19042",LWK,AFR,female,0.0305794,-0.00419102,9.31517e-4,-0.00287889,-0.00493814,-0.0203511,-0.0477197,-0.00189793,-0.0345094,-0.00250672
"NA19043",LWK,AFR,male,0.0316541,-0.00384311,-0.00150153,-0.00339042,-0.00916161,-0.0186036,-0.0445967,-0.0100362,0.0220066,-0.00304992
"NA19054",JPT,EAS,female,-0.0152887,-0.0312574,0.0118094,-0.00903395,-0.0633669,-0.00222555,0.0254049,0.017283,-0.0173644,0.0195505
"NA19055",JPT,EAS,male,-0.0153043,-0.0315718,0.00712085,-0.0100637,-0.077585199999999993,3.42054e-4,0.017924,0.0292668,-0.0134078,-0.00542989
"NA19056",JPT,EAS,male,-0.0169806,-0.0314419,0.007366,-0.00406511,-0.0836591,0.00688558,0.0213237,0.031733,-0.00320625,0.00198589
"NA19057",JPT,EAS,female,-0.0156147,-0.0302366,0.0111844,-0.0098319,-0.0658835,0.00137608,0.0136197,0.0262272,6.67347e-5,-0.0143783
"NA19058",JPT,EAS,male,-0.0153104,-0.0319002,0.0100768,-0.00676469,-0.0832256,-0.00232679,0.021097,0.0272307,0.00310224,-0.00998258
"NA19059",JPT,EAS,female,-0.0157361,-0.0313816,0.00620062,-0.00919016,-0.0742056,0.00266232,0.0228306,0.0387889,-0.0190638,0.0132252
"NA19060",JPT,EAS,male,-0.0153679,-0.0326788,0.00840592,-0.00267319,-0.0643799,-0.00348742,0.0224516,0.030641,-0.0219657,0.0179796
"NA19062",JPT,EAS,male,-0.015376,-0.0342597,0.00831473,-0.00518757,-0.0623466,-0.0021273,0.0267811,0.021574,-0.0220167,-0.0034885
"NA19063",JPT,EAS,male,-0.015466,-0.0330966,0.00720558,-0.00780511,-0.0678398,-0.00360243,0.0161436,0.0205821,-0.004038,0.0332584
"NA19064",JPT,EAS,female,-0.0154489,-0.0311688,0.0095214,-0.0138776,-0.0689525,0.00287519,0.0145335,0.0346768,0.00222773,0.00838134
"NA19065",JPT,EAS,female,-0.015766,-0.0312479,0.0074478,-0.00792374,-0.0819282,0.00582214,0.0233221,0.0305338,-0.0341563,0.0189082
"NA19066",JPT,EAS,male,-0.0161989,-0.0320133,0.00972711,-0.00742384,-0.0807014,0.00458627,0.0182051,0.0333639,-1.18133e-4,0.0440539
"NA19067",JPT,EAS,male,-0.0165265,-0.0320033,0.00633518,-0.0134493,-0.0547901,-0.00160107,0.00843464,0.0318642,-0.00257272,0.0291137
"NA19068",JPT,EAS,male,-0.017411,-0.0310502,0.00708587,-0.0111803,-0.0708429,0.00408762,0.0266449,0.0372656,-0.0189986,0.0395525
"NA19070",JPT,EAS,male,-0.0159382,-0.0309441,0.00511848,-0.00769886,-0.0819318,3.37025e-4,0.0142718,0.0241653,-0.00178955,0.040211
"NA19072",JPT,EAS,male,-0.0163297,-0.0337095,0.00336856,-0.00785635,-0.0622158,0.0314874,0.00981579,7.82953e-4,-0.0222106,-0.00555802
"NA19074",JPT,EAS,female,-0.0153944,-0.0316598,0.00712051,-0.00569157,-0.0385937,0.0206025,0.0166408,-0.00817404,-0.0101003,-0.0086726
"NA19075",JPT,EAS,male,-0.0158363,-0.0316968,0.00810911,-0.00953468,-0.0479217,0.0238073,-0.00357804,0.00177439,1.39232e-4,0.0270718
"NA19076",JPT,EAS,male,-0.0175693,-0.0287077,0.00436092,-0.0093677,-0.0512413,0.0127517,0.0225908,-0.0125767,-0.0390024,-0.0140709
"NA19077",JPT,EAS,female,-0.015501,-0.0313656,0.00335638,-0.0103987,-0.0453424,0.023905,0.00225187,-0.00910157,-0.0153193,-0.0320106
"NA19078",JPT,EAS,female,-0.0167985,-0.0324268,0.00307871,-0.00783499,-0.059893,0.0325942,0.00840526,-0.00960795,-0.00616828,0.0313095
"NA19079",JPT,EAS,male,-0.0151139,-0.0332634,0.00481024,-0.00852956,-0.0497416,0.0370184,0.00796109,-0.0092972,0.0160448,0.00156912
"NA19080",JPT,EAS,female,-0.0162285,-0.0318584,0.00353024,-0.0107048,-0.0635166,0.0262865,-0.00340237,-0.0102354,0.00257399,-0.019776
"NA19081",JPT,EAS,female,-0.0171998,-0.0316739,0.00230133,-0.00472528,-0.0457384,0.0288768,-0.0149122,-0.0104151,0.00304147,0.0335023
"NA19082",JPT,EAS,male,-0.0153358,-0.0305569,0.00739295,-0.003279,-0.0470221,0.018785,0.00246596,-0.0261804,-0.0198044,0.0226877
"NA19083",JPT,EAS,male,-0.0158893,-0.0318392,0.0063723,-0.00847701,-0.0716239,0.0419297,-0.00118895,-2.74312e-4,-0.0115132,0.0103504
"NA19084",JPT,EAS,female,-0.0159167,-0.0341201,0.00374972,-0.00908204,-0.0559389,0.0251005,0.0086535,-0.016248,-0.0231064,-0.0243033
"NA19085",JPT,EAS,male,-0.0156851,-0.0317714,0.00641043,-0.00433227,-0.0532511,0.0168504,0.00601258,6.01808e-4,0.00796612,0.0274478
"NA19086",JPT,EAS,male,-0.0155094,-0.0337284,0.00709662,-0.006539,-0.0566156,0.0336493,-0.00577933,-0.0217781,-0.00936423,0.00665376
"NA19087",JPT,EAS,female,-0.016137,-0.0343818,0.00963932,-0.00762108,-0.0739678,0.0226185,-0.00308297,0.00616951,0.004842,-0.0161204
"NA19088",JPT,EAS,male,-0.0165583,-0.0317648,0.00886968,-0.00646343,-0.0624548,0.0169664,0.020283,-0.00622985,-0.0193091,0.00874613
"NA19089",JPT,EAS,male,-0.0166184,-0.0305995,0.00943949,-0.00155661,-0.0447824,0.0260852,0.0233879,-0.0182203,-0.0371805,-0.0125449
"NA19090",JPT,EAS,female,-0.0172458,-0.0305961,0.00249434,-0.00716858,-0.0364048,0.029727,0.0142855,-0.00711113,-0.0114463,0.0184951
"NA19091",JPT,EAS,male,-0.0168857,-0.0338435,0.00855939,-0.006632,-0.0547875,0.0285286,0.0147764,-0.00434058,-0.0185635,0.00620937
"NA19092",YRI,AFR,male,0.0356368,-0.00409961,0.00256762,-2.46277e-4,-0.0082072,-0.0338178,-8.37934e-4,0.027731,-0.00638333,0.00801003
"NA19093",YRI,AFR,female,0.0349309,-0.00530149,0.00304834,-0.00234556,-0.0142517,-0.0336266,7.8842e-4,0.0158854,0.0204449,-0.00170402
"NA19095",YRI,AFR,female,0.0339985,-0.00514925,0.00250762,9.40841e-4,-0.00172104,-0.00216119,-0.0186434,-0.0179649,0.00302819,-0.0161657
"NA19096",YRI,AFR,male,0.0353856,-0.0051473,7.38326e-4,8.2313e-4,-0.0079713,0.00254795,-0.0125999,-0.0125881,-0.00675281,-0.00481682
"NA19098",YRI,AFR,male,0.0350953,-0.00543674,7.43819e-4,4.02362e-4,0.00287905,-0.0120459,-0.0155883,-0.0121861,-0.0358422,-0.00271255
"NA19099",YRI,AFR,female,0.0340515,-0.005452,0.0010631,3.42014e-4,0.00121985,-0.00422,0.0056246000000000004,-0.0104454,-0.0108167,-0.01998
"NA19102",YRI,AFR,female,0.0344352,-0.00363884,0.00368295,-0.00107255,-0.00813469,-0.0263016,-0.00437534,0.0318079,-0.0220553,0.0116929
"NA19107",YRI,AFR,male,0.0349823,-0.00576685,0.00104656,-6.01233e-4,-0.010397,-0.02243,0.019038,-0.00780544,-0.0144543,-4.49299e-4
"NA19108",YRI,AFR,female,0.0354562,-0.00426984,-5.12004e-4,0.0018735,-0.00182686,-0.0219782,-0.00508495,-0.00853698,-0.0152289,-0.0193391
"NA19113",YRI,AFR,male,0.0363506,-0.00614168,0.00148186,0.00115357,4.33716e-4,-0.00812484,-0.00345038,-0.0196143,-0.0264534,0.0043932
"NA19114",YRI,AFR,female,0.0340178,-0.00474532,9.38369e-4,-0.00138891,-0.00892659,-0.0239773,-0.00254076,0.0065566,0.0416684,-0.0132294
"NA19116",YRI,AFR,female,0.0348665,-0.00480661,0.00288571,4.40066e-4,-0.0116774,-0.0345567,0.00362999,0.0191644,-0.0164489,8.87899e-4
"NA19117",YRI,AFR,male,0.034884,-0.00697924,8.06855e-4,-0.00274032,-0.0113438,-0.00258439,-0.0380925,-0.0191856,0.00952475,0.00469368
"NA19118",YRI,AFR,female,0.0353763,-0.00455662,-0.00118911,0.00273126,-8.07359e-4,-0.00473248,-0.0213035,-0.014509,-0.0339598,-0.0046558
"NA19119",YRI,AFR,male,0.0354281,-0.00492647,0.00144599,-0.00159808,-0.0053169,0.00355369,-0.0239237,-0.00745528,0.0045572,0.00572643
"NA19121",YRI,AFR,male,0.03492,-0.00540965,0.00283381,0.0015127,0.0058485,0.00449652,-0.0282278,-0.00342511,0.00598733,-0.00204059
"NA19129",YRI,AFR,female,0.034842,-0.00323528,-1.00219e-4,-0.00260556,0.00172641,-0.0260806,0.0108413,0.00574608,-0.00331959,-0.0135373
"NA19130",YRI,AFR,male,0.0344001,-0.00439628,0.0031287900000000002,-0.00292448,-0.0247836,-0.0367484,-0.0148672,0.032937,0.00393657,0.00598486
"NA19131",YRI,AFR,female,0.0354861,-0.00515179,0.00178957,0.0013569,-0.00830096,0.00137622,-0.0202716,-0.005142,-0.0121969,-0.0115446
"NA19137",YRI,AFR,female,0.0353216,-0.00476682,0.00228999,-0.00284951,-0.00341274,-0.0125192,-0.0163503,-0.00593167,-0.0183407,-6.61283e-4
"NA19138",YRI,AFR,male,0.0365286,-0.00543014,0.00180156,-0.00109495,8.09105e-4,-0.010304,-0.020834600000000002,-0.00404309,-0.013222,-0.0253373
"NA19141",YRI,AFR,male,0.0351856,-0.00659364,0.00227926,-0.00296505,-0.00443257,-0.0213472,-0.012385,-0.00712764,-0.0148795,-0.00338105
"NA19143",YRI,AFR,female,0.0351468,-0.00468306,0.00224159,-0.0026601,0.00546763,-0.00137016,0.00162478,-0.00812383,-0.0209319,-0.00436447
"NA19144",YRI,AFR,male,0.0354621,-0.00502563,0.00241497,1.53516e-4,-0.00959719,-6.27291e-4,-0.0189884,-0.0139964,0.0148579,-0.00955733
"NA19146",YRI,AFR,male,0.0349375,-0.00484215,1.35537e-4,-0.00121112,-0.00455909,0.00295649,-0.0161473,-0.00676731,-0.00228477,-0.00711964
"NA19147",YRI,AFR,female,0.0350512,-0.00528645,0.00268239,-0.003602,1.28166e-4,-0.0236253,0.00290695,0.0045778,-0.00165994,-0.00537924
"NA19149",YRI,AFR,female,0.0358493,-0.0046986,0.00356152,0.00128756,-0.00563162,-0.00212247,-0.0088855,-0.0145111,-0.0145373,-0.00826245
"NA19152",YRI,AFR,female,0.0354207,-0.00652498,-0.00123403,-0.00135584,-0.00234734,-0.00222287,-0.0255993,-0.0135651,0.0182487,0.0119255
"NA19153",YRI,AFR,male,0.0350059,-0.00426803,0.00218496,-8.5986e-4,0.00690176,0.00114543,-0.00542638,-0.0124149,0.00601169,-0.00576458
"NA19159",YRI,AFR,female,0.0348147,-0.00536265,0.00306891,-0.00329169,4.42438e-4,-0.00812941,-0.0151513,-0.00642039,-0.0064742,-0.00830802
"NA19160",YRI,AFR,male,0.0354113,-0.00416947,0.00150712,-6.95733e-4,-0.0034809,-0.0176816,-0.0138122,-0.0143688,-0.0141207,-0.00417315
"NA19171",YRI,AFR,male,0.0339231,-0.00478391,-9.36587e-5,0.00238081,0.00612782,0.00264319,-0.0109345,-0.00297447,-0.00179193,0.0251126
"NA19172",YRI,AFR,female,0.0352387,-0.00542792,0.00225545,-0.00582187,-0.0156659,-0.0362631,-0.00707784,0.0305605,-4.51915e-5,-0.00690421
"NA19175",YRI,AFR,male,0.0348785,-0.00570779,-0.0014755,-0.00127028,-0.00506343,-0.00665934,-0.00774091,-0.0108769,-0.00270953,0.00619199
"NA19184",YRI,AFR,male,0.0349169,-0.00585028,0.00331082,0.00129279,-0.00587401,-0.00188464,-0.0227386,-0.0163123,-0.0108301,-0.0165151
"NA19185",YRI,AFR,female,0.0336696,-0.00530003,0.00261502,4.09582e-4,-0.00992576,-0.00194054,-0.0201593,-0.0223473,0.0199619,0.00352655
"NA19189",YRI,AFR,male,0.0344662,-0.00399761,0.00297162,-0.00359215,-0.0151357,-0.031556,-0.00721371,-7.82425e-4,0.00638783,-0.00340254
"NA19190",YRI,AFR,female,0.0356378,-0.00625956,0.00131083,-0.00127104,-0.00391138,-0.0177918,-0.00527792,-0.00377403,0.00726909,-0.0145875
"NA19197",YRI,AFR,female,0.0352762,-0.00467764,9.59318e-4,0.00333445,0.00188526,-0.00571924,-0.0130315,-0.0127942,-0.014432,0.0105755
"NA19198",YRI,AFR,male,0.0349532,-0.0043282,0.00360424,-0.00230657,-0.00619453,-0.00543268,-0.00735439,-0.00448582,-0.012505,-0.00215307
"NA19200",YRI,AFR,male,0.0353941,-0.00429545,0.00340119,-2.34663e-4,0.00540112,-0.0116229,-0.0112011,-0.0077498,-0.0275117,0.00632545
"NA19201",YRI,AFR,female,0.0347215,-0.00487121,7.0457e-4,-1.55822e-4,-0.0121092,-0.00152455,-0.0212398,-0.0108712,-0.012783600000000001,-0.0155525
"NA19204",YRI,AFR,female,0.0338384,-0.00491177,0.00168019,-4.75395e-4,-0.00917087,-0.00246924,-0.026298,-0.00832138,0.0127952,0.0137962
"NA19206",YRI,AFR,female,0.0337877,-0.00457976,0.00333596,-7.19237e-4,-0.0254972,-0.00756603,-0.040037,-0.0110264,0.0230629,-0.00412186
"NA19207",YRI,AFR,male,0.0340362,-0.00450622,8.12044e-5,-0.00156374,-0.00475928,-0.00586304,-0.023916,-0.0107256,0.0284775,0.0207805
"NA19209",YRI,AFR,female,0.0345866,-0.00592254,0.00116817,-7.45456e-4,0.00728113,-0.0138147,-0.0307726,-0.00752113,-0.0264847,0.00841881
"NA19210",YRI,AFR,male,0.035798,-0.00490871,0.0023849,9.23512e-4,9.6152e-4,-0.0138151,-0.00608036,-0.00775302,-0.0115992,-0.0139158
"NA19213",YRI,AFR,male,0.0349012,-0.0053787,3.1407e-4,-0.00286851,-0.0122095,-0.0426739,0.0121623,0.0186603,-0.0168184,0.00147482
"NA19214",YRI,AFR,female,0.0347984,-0.00618563,-0.00246879,0.00326648,0.0037215,9.88028e-4,-0.00862626,-0.013507,-8.8729e-4,-1.06574e-7
"NA19222",YRI,AFR,female,0.0343541,-0.00599021,0.0018358,-0.00101791,-0.00193218,0.00112229,-0.01152,-0.0145255,-0.00623424,0.0175845
"NA19223",YRI,AFR,male,0.0360141,-0.00444155,-8.54421e-4,-0.00114909,-0.00240471,-0.00215343,-0.0178761,-0.0143759,0.0121589,0.0153465
"NA19225",YRI,AFR,female,0.0327422,-0.00471186,0.00441761,-0.00433798,-0.00268198,-0.0132324,-0.0153898,0.0166003,-0.00135577,-0.00759505
"NA19235",YRI,AFR,female,0.0356386,-0.00406844,0.00220767,-0.00343366,-0.0233111,-0.0411396,-9.93797e-4,0.0255979,-6.16265e-4,0.00228407
"NA19236",YRI,AFR,male,0.0352387,-0.00462505,0.00100286,-6.1757e-4,-0.0157219,-0.0390779,4.27649e-4,0.0252875,-0.0273188,-0.0112699
"NA19238",YRI,AFR,female,0.0348834,-0.00565504,0.00445566,0.00134172,-0.0128608,-0.00410609,-0.0271628,-0.0141289,-0.00212372,-0.0040718
"NA19239",YRI,AFR,male,0.0349611,-0.00649889,-6.0806e-4,1.58812e-4,-1.2541e-5,-0.00801672,-0.0185568,-0.00704298,-0.0206923,-0.007303
"NA19247",YRI,AFR,female,0.0348236,-0.0044104,0.00321758,-0.00199123,-0.0185164,-0.0368685,-0.00725973,0.028395,-0.0170389,0.00265863
"NA19248",YRI,AFR,male,0.0351794,-0.00322209,0.00334734,-5.24855e-4,-0.00336768,-0.0251479,0.0193146,0.0222598,-0.0128285,0.0469835
"NA19256",YRI,AFR,male,0.034699,-0.00576473,3.8854e-4,-0.00381437,-0.0046039,-0.0196993,-0.0135457,0.00403841,0.0417494,-0.0153891
"NA19257",YRI,AFR,female,0.0349828,-0.00481547,0.00325136,-0.00171068,-0.00847024,-0.0268904,-0.0124752,-0.00392613,-0.00162773,-0.00641283
"NA19307",LWK,AFR,male,0.0321282,-0.00400039,-0.00171827,-0.00118314,-0.0171544,-0.0114637,-0.0734412,-0.0297131,0.00986059,0.0269892
"NA19308",LWK,AFR,male,0.0325468,-0.00290147,-1.41822e-4,6.84443e-4,-0.0106119,-0.0103175,-0.0528771,-0.0154058,-0.0183128,0.00713112
"NA19309",LWK,AFR,male,0.0319658,-0.00403736,0.00134478,-4.34542e-4,-0.00604838,-0.00604388,-0.0585465,-0.0190232,-0.0422824,0.00316865
"NA19310",LWK,AFR,female,0.0331826,-0.00463665,-0.00425677,0.00131116,-0.0152608,-0.00747159,-0.0592797,-0.020156,0.00234471,-0.00439475
"NA19312",LWK,AFR,male,0.0324702,-0.00484375,4.81534e-4,-0.00203235,-0.0255614,-0.00425717,-0.067259,-0.0297325,0.0209028,0.00125309
"NA19314",LWK,AFR,female,0.031120600000000002,-0.00398853,0.00334853,-0.00325826,-0.0197419,0.00262785,-0.0570645,-0.026194,0.00146084,0.0152788
"NA19315",LWK,AFR,female,0.0322265,-0.00453222,6.82117e-4,-0.00174361,-0.0210085,-0.017341,-0.0460085,-0.0248305,-0.0106838,-0.00394773
"NA19316",LWK,AFR,female,0.0301782,-0.0030857,-4.09871e-4,0.00111176,-0.0147609,-0.0110602,-0.0556039,-0.00606523,-0.0382566,-0.0141997
"NA19317",LWK,AFR,male,0.0326212,-0.00366178,-1.42847e-4,-0.00284059,-0.0208452,-0.0247358,-0.0605702,-0.0177571,-0.0410451,0.0116412
"NA19318",LWK,AFR,male,0.0313882,-0.00482015,-4.70589e-4,-0.00118701,-0.020891,-0.0260795,-0.0541904,-0.0197317,-0.0352339,0.0045543
"NA19319",LWK,AFR,male,0.0312675,-0.00343922,0.00315032,-6.57791e-4,-0.0166167,-0.0118704,-0.0443834,-0.0155314,-0.0205287,0.00856975
"NA19320",LWK,AFR,female,0.0315238,-0.00347521,-0.00161564,-0.00354361,-2.55217e-4,-0.029865,-0.0505952,-0.0136801,-0.0227725,-0.00520574
"NA19321",LWK,AFR,female,0.0326912,-0.00438206,0.00151821,-8.40056e-4,-0.0282168,-0.0216041,-0.0678605,-0.0152683,0.0130847,0.00183139
"NA19323",LWK,AFR,female,0.0312536,-0.00359843,0.00123529,-4.61406e-4,0.00128377,-0.0167037,-0.0546076,-0.00102711,-0.0169358,0.0369153
"NA19324",LWK,AFR,female,0.031389,-0.00399515,0.00287224,-0.00213995,-0.00553536,-0.0255113,-0.0437366,-0.0171696,-0.0470769,-0.00620271
"NA19327",LWK,AFR,female,0.0281476,-0.00284663,-0.00115547,-0.00304932,-0.0143293,-0.0162916,-0.0542858,-0.0161675,-0.0473726,-0.0127784
"NA19328",LWK,AFR,female,0.0324315,-0.00333155,0.00293011,-0.00313019,-0.0170275,-0.01006,-0.0448709,-0.00773409,-0.0384035,0.003098
"NA19331",LWK,AFR,male,0.0319638,-0.00406703,5.06127e-4,-0.00109475,-0.0430721,-0.0294709,-0.078639,0.0141725,-0.0019177,0.00245011
"NA19332",LWK,AFR,female,0.0312529,-0.00387823,0.00505781,-0.0030589,-0.0228429,-0.045734,-0.0407531,0.0264208,-0.0250127,0.00846246
"NA19334",LWK,AFR,male,0.0314861,-0.00486169,5.56892e-4,-0.00565682,-0.047425,-0.0532543,-0.0648599,0.0318971,-3.34041e-4,0.0161588
"NA19338",LWK,AFR,female,0.0305103,-0.00409495,0.00187356,-0.00686063,-0.0317743,-0.0387756,-0.0482537,0.027966,0.0013505,0.00453963
"NA19346",LWK,AFR,male,0.0322697,-0.00494888,0.00210131,-0.00405488,-0.0173234,-0.0577242,-0.0415632,0.0178094,-0.0487655,0.0488339
"NA19347",LWK,AFR,male,0.0307616,-0.00383188,0.00331313,-0.00118622,-0.027863,-0.047485,-0.0411229,0.0233892,-0.0119639,0.00467083
"NA19350",LWK,AFR,male,0.0328543,-0.00294575,0.00201192,-0.00321252,-0.0139895,-0.0406366,-0.0354637,0.0272344,-0.0462892,-8.52676e-4
"NA19351",LWK,AFR,female,0.0321146,-0.0026615,0.00118586,-0.00285511,-0.0151118,-0.00805094,-0.0380634,-0.0189955,-0.0388869,0.0030574
"NA19355",LWK,AFR,female,0.0326115,-0.00499056,-4.17973e-4,-0.00252313,-0.0130882,-0.0044676,-0.0584252,-0.0180775,0.00857972,0.0153171
"NA19360",LWK,AFR,male,0.0315286,-0.00379586,0.00164605,-0.00112228,-0.0180281,-0.0123965,-0.0518273,-0.0124694,-0.0107533,0.00188847
"NA19372",LWK,AFR,male,0.0325511,-0.00384533,0.00172992,-0.00493025,0.00347822,-0.0142759,-0.0360725,-0.0175958,-0.0229958,0.0188482
"NA19374",LWK,AFR,male,0.0314854,-0.00379001,6.38521e-4,0.00231553,-0.0162731,-0.0184072,-0.0577125,-0.0255416,-0.0215794,0.00103023
"NA19375",LWK,AFR,male,0.0323108,-0.00398289,0.00126655,-0.00395965,-0.0163435,-0.0264118,-0.0645881,-0.0175181,-0.0327264,0.012712
"NA19376",LWK,AFR,male,0.032022,-0.00424372,0.00154817,-0.00394448,-0.0206096,-0.0123028,-0.0565524,-0.0245142,-0.0176479,0.0113953
"NA19377",LWK,AFR,female,0.0325612,-0.00371135,-2.80165e-4,-0.00178261,-0.00320686,-0.0172435,-0.0560772,-0.027626,-0.0421119,0.0011593
"NA19378",LWK,AFR,female,0.0313941,-0.00299913,0.00117548,0.00102009,-0.0067037,-0.00473371,-0.0403916,-0.0130789,-0.0193841,-0.00763993
"NA19379",LWK,AFR,female,0.0327415,-0.0011902,0.00264339,-7.41039e-4,-0.0198884,-0.0109166,-0.0417019,-0.0197617,-0.0458296,-0.00206514
"NA19380",LWK,AFR,male,0.0312704,-0.0035171,-0.00138933,-0.00405374,-0.0110368,-0.0197905,-0.0515144,-0.023334,-0.0359094,0.00189017
"NA19383",LWK,AFR,male,0.0324047,-0.00424975,9.68726e-4,-0.00391824,-0.00681563,-0.0122512,-0.0547804,-0.0202343,-0.0247277,0.0507119
"NA19384",LWK,AFR,male,0.0315964,-0.00321536,0.00465762,-0.00248383,-0.0130888,-0.0168608,-0.06512,-0.0136423,-0.0173698,0.00258036
"NA19385",LWK,AFR,male,0.0333384,-0.00364844,0.00293967,-4.42648e-5,-0.0229869,-0.0174978,-0.0626704,-0.0234934,-0.0224909,0.00662082
"NA19390",LWK,AFR,female,0.0333394,-0.00418159,0.00103993,-3.26786e-4,-0.0116555,-0.0139971,-0.0614251,-0.00973406,0.00562921,0.0186198
"NA19391",LWK,AFR,female,0.0339816,-0.00237581,0.00202971,-0.00374122,-0.00728248,-0.0018122,-0.0531242,-0.0129215,-0.0154385,-0.00298139
"NA19393",LWK,AFR,male,0.0310916,-0.00400542,0.00174669,-0.00284613,-0.0126662,-0.0148408,-0.0624197,-0.0143682,-0.0220221,6.50373e-4
"NA19394",LWK,AFR,male,0.0310537,-0.00265555,-0.0013216,-0.00108321,-0.00650051,-0.0198954,-0.0609536,-0.0198,-0.0133675,0.0437262
"NA19395",LWK,AFR,female,0.0323526,-0.00387322,-3.21684e-4,-0.00131937,-0.00762486,-0.0204942,-0.0453173,-0.0119759,-0.0386127,0.0474902
"NA19397",LWK,AFR,male,0.0313413,-0.0031389,-3.43049e-4,-0.00341357,-0.0229728,-0.00290501,-0.0623993,-0.00671032,-0.0122385,3.66159e-4
"NA19399",LWK,AFR,female,0.0327131,-0.00335414,2.04382e-4,-0.00278941,-0.0172802,-0.0125653,-0.0500053,-0.0267761,-0.0240268,-0.00160458
"NA19401",LWK,AFR,female,0.0306418,-0.00285988,0.0021852,-0.00446244,-0.0013052,-0.0102205,-0.0534656,-0.0142623,-0.00565452,0.0507906
"NA19403",LWK,AFR,female,0.0338977,-0.00482931,7.34273e-4,-4.36651e-4,-0.0159455,-0.0183189,-0.0439442,-0.0218191,-0.00770733,0.014154
"NA19404",LWK,AFR,female,0.0316156,-0.00281504,0.0024826,7.30028e-4,-0.014265,-0.00774682,-0.0465796,-0.0206898,-0.00763725,0.0100084
"NA19428",LWK,AFR,male,0.0348837,-0.00343801,0.00314991,-0.00190385,-0.005601,-0.0143445,-0.0665026,-0.0137246,-0.0148228,-0.00847981
"NA19429",LWK,AFR,male,0.0319502,-0.00262442,-4.53425e-4,-0.00171591,-0.0219903,-0.0144831,-0.0436902,-0.00971452,-0.0299297,-0.01165
"NA19430",LWK,AFR,male,0.0324966,-0.00478271,0.00310723,-0.00398991,-0.0213052,-0.0168406,-0.0614614,-0.0170258,0.0203993,0.00279252
"NA19431",LWK,AFR,female,0.0328097,-0.00309384,0.00360682,-0.00661728,-0.0224014,-0.0185254,-0.0460643,-0.0248401,-0.0275751,-0.010508
"NA19434",LWK,AFR,female,0.0329638,-0.00485823,5.04947e-4,-0.00433577,-0.017128,-0.0215012,-0.0615781,-0.0230863,0.0117595,0.01801
"NA19435",LWK,AFR,female,0.0298996,-0.0062026,-6.6529e-4,-0.00476672,-0.0140298,-0.0162883,-0.0618202,-0.0163727,0.0202706,0.0257697
"NA19436",LWK,AFR,female,0.032286,-0.00521581,7.75048e-4,-0.00306433,-0.0176237,-0.017927,-0.0577378,-0.0212087,0.0103708,0.00872284
